hs_class,text
positive,Kapan ya Djarot lengser? Gak sabar lihat kemampuan Anies - Sandi ngelola Jaka a... )
negative,Bangkai pasti bau'
negative,Pembrantasan ekstrim kiri(PKI) sudah dilaksanakan tahun 1965.Sekarang giliran ekstrim kanan( teroris).'
positive,"Tangkap dan langsung bebaskan, krn dia sedang melucu......najis'"
positive,ASMA DEWI Untuk Jegal Pelantikan ANIES-SANDI
negative,akan dilantik sebagai Gubernur DKI Jaka a oleh Presiden RI Joko Widodo pada Kamis (15/6/2017) ini.
negative,. bersama mengajukan arsip Presiden pe ama RI Sukarno sebagai nominasi 'Memory of the World' ke . #kumparanNEWS
negative,"islam, ihsan, iman ... tiga pondasi yang harus slalu kau slalu kau revisi dan revisi. keduanya takan slalu stabil karna ada nafsu dan sekutunya yg slalu mngusik"
negative,Kenapa RI Masih Ngutang? Sri Mulyani Karena Ada Defisit
positive,Belumlah habis galau pak jokowi ditinggal kawin raisa. Kekalahan 2019 sudah di depan mata. Wkwkwk
positive,Bingung euy... profesor doktor bicara ga jelas sing penting turunkan jokowi
negative,Aku suka film fantasi! Seru. Harry Potter dan antek anteknya kayak Fantastic Beast. Aku suka sekali. Tapi aku juga suka film yang kayak......... Pride and Prejudice. Yang pakai gaun ngembang ngembang '
negative,lbh rame pansbung vs panastak'
positive,"Gejala memecah belah ummat islam mulai nampak yg dimotori orang"" lama SELAMAT MENIKMATI #2019GantiPresiden Kembalika"
positive,cocot mu zon gakl bisa buat apa2 juga ngoceh gak karusn'
negative,Persiapan malam jumat si #tantegirang yang mau #ngentot sama #kontolbrondong Aksinya kereeen!! nSitus Judi Bola Online T '
negative,"HAHAHAH cacat banget sih baca2in chat di facebook. Cringey bikin nagih ""('"
positive,Hahahahaha... Cacing tanah msh bs lebih bermnfaat bgi masyarakat daripada SAMPAH yg superrr busukk justru jd wabah penyakit. Cebong emng superrr BLUNDER klo dlm berpikir x
positive,"kyak dah lahir aja ngomong soeha o l KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!! cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan #2019GantiPresiden #PlongaPlongo #Dunn"
positive,Ternyata bener indosat itu maling pulsa. Brengsek bener. Sial. Pulsa gua 200rbu. Peepanjang paket 149rb. Masa ga cukup tp pulsa gua ilang 100rb lebih. Brngsekkkk. Bangkrut kek luh !! URL
negative,"Lagi, Wanita Berhijab Diserang Haters di Pesawat via "
negative,"Fakultas Ekonomi Universitas Trisakti Jl. Kyai Tapa No.1, .6/RW.16, Tomang, Grogol petamburan, Kota Jaka a Barat, Daerah Khusus Ibukota Jaka a 11440 (021) 56969066 "
negative,almost two hours pki earphone but tak buka lagu or dgr apa apa pun lol'
negative,"Ya. Bagiku ketika aku melihat seseorang mabuk karena minuman keras, bisa menjadi sebuah pelajaran. Contohnya setelah melihat si Syamsudin. n""Oh, aku gak boleh mabuk sepe i itu. Biar gak jadi goblog"" begitu kukira.'"
negative,Aaaaaaa sakit tapi tydak berdarah . Ini yg ngerettwet kampret yaaa.'
negative,Mulai deh bolot nya_-'
positive,"Saya ke pick wgl sekali doang, mungkin mata dia picek pas pick saya.'"
negative,Kepastian Prabowo maju Pilpres 2019 setelah PilkadaÂ Serentak
negative,"iya mas, aku nggak secantik mereka. tapi kalo kamu cari yg bisa bikin sambel sampe kamu mencret, aku maju duluan.'"
negative,semakin lama malah semakin asing dan akhirnya kita memahami bahwa ternyata selama ini kita hanya sedang bersama bukan bersatu.'
positive,BODAT KOMUNIS DUNGU sekebon'
negative,"si mahfud sekarang beda, sptnya uda pasang badan utk rezim ini, kalau dulu terkenal sangat kritis.'"
positive,Tidak suka melihat Prabowo lantas menyerang &amp mendiskreditkan bapak kandungnya.
positive,maju lu sini anjing!!!!! guwe mahu namparinnnnn looooooo brengsek!!!?!!!!!?.!!.!'
negative,gw suka kontol lo beb *'
positive,Selamat pagi antek-antek Komunis...!!!.
negative,Itulah ciri-ciri mental pengemis di sebagian kecil NKRI sebetulnya mampu tapi pura2 tdk mampu dan belaga miskin itu mah sama sepe i pengemis di jalanan yg pura2 cacat padahal rumahnya gendong dan punya mobil juga sangat kaya ha a'
negative,Knp Warga Jawa Barat Harus Memilih Pasangan Asyik No.3 ? 1. Untuk Menjaga Marwah Muslim krn sunda identik Muslim.â?? 2. Didukung Ulama Hebat sepe i Aagym dan ustad arifin ilham.â?? 3. Didukung Gubernur super prestasi kang aher.â?? 4. Program2 yang s
negative,"Selalu kalau makan, aku asing bawang bawang ni letak tepi. Mungkin kena apply kat life juga '"
positive,Intinya yang tidak dukung PRABOWO adalah PKI
positive,"Hahahha klo kampret boleh mengatasnamakan umat sama ulama, knp pula klo cebong ga boleh??'"
positive,"Allah SWT dungu & biadab BERJARAK, vilanya di Mekah, tinggal di Ar'sy, tak pernah masuk ke hati, mengecewakan? Buang"
negative,bodo anjir ngapa uangnya kek gitu si wkwkw'
negative,"â??Jadikan deritaku ini sebagai kesaksian, bahwa kekuasaan seorang presiden sekalipun ada batasnya. Karena kekuasaan yang langgeng hanyalah kekuasaan rakyat. Dan diatas segalanya adalah kekuasaan Tuhan Yang Maha Esa.â?? (Soekarno)"
positive,Lah ternyata bangke juga dia...'
positive,"ada yg maling duit waktu olahraga dan keciduk sampe skrg gada yg nemenin dia, mampuy kampang bgt jd orang'"
negative,Bagai Rumah Bawah Ranah Yang Indah Seorang Pendiam Dan Culun Walau Dengan Bakar Besar'
positive,Cuman Komunis Yang Anti Agama.
negative,Hush...jangan nyuruh polisi kerja..ntar banyak bom meledak dimana mana'
negative,Kalau ada yang percaya nenek peot yg satu ini bera i otaknya udah dungu kenapa masalah Perpres No 20 Tahun 2018 tentang TKA diributkan? Baca yang lengkap siapa yg berpihak dan siapa yang tidak berpihak?'
negative,Ternyata Tuhan juga mendengar doa para komunis. #RUSCRO'
positive,Ini orang udah tolol nyolot lagi'
negative,sok tau bgt sih njeng sehun aja betah nete di gue'
positive,Kamu bilang Gue Bangsat?.. nMatamu Ambleg kuwi.. nOtaknya dipake.. nBaca pelan lalu ditafsirkan Maksud Gue Apa.. nNdasmu Amoh Kuwi mbangsat ne wong liyo nKaton Goblok mu.. nDurung Pinter Medsosan Ngablak ndisiti.. URL
positive,Bro..nanti dia didukung pekaos lagi sama pa ai bani onta kabur dan pa ai khilaf '
positive,A inya kepercayaan Quran sebagai kitab hukum Allah SWT harus dibuang Pak Lukman?
negative,"Bagai Rumah Bawah Ranah Yang Indah, Seorang Pendiam Dan Culun Walau Dengan Bakar Besar'"
negative,"Apakah ini bera i sosialisasi BOM shg menjadi kata yg tidak menakutkan?... Kalo ada bom beneran, itu mah biasa,... ""jihad"".'"
negative,"Setan eh emang harusnya gk kelihatan anakku ""3'"
negative,Umaro yang Ulama Bermanfaat untuk Semua Bernegara dengan Pancasila TGB Zainul Majdi untuk Indonesia
positive,Lebih tepat bani bangsat kali yak? nOrg berbuat demi kebaikan dan ada alasannya di maki2. nOrg goblok y
negative,"Anjirr gila kaget gue hp hang tiba"" keluar suara kunti'"
negative,emg produk cina '
negative,Terus bagaimana dgn uu MD3 bang?'
positive,"Itulah para jongos dan antek2 aseng/asing penjual akidah, harga diri dan negara demi nafsu duniawi.'"
negative,Bukti kerja nyata Presiden Jokowi untuk Indonesia. Satu Lagi Bandara di Era Jokowi #HayuKaKe ajati
positive,"orang bego gini kok direkrut jadi kader ya? masih pinter tukang sayur.....komemtar nya khan ngga ada yg berkualitas......kelihatan IQ nya seberapa tinggi? kasihan sih di bully terus, tapi memang sangat oantas di bully, sebab komentar nya sangat renfah kual"
negative,"Ah masa iya? Kata siapa bawa-bawa agama udah gabisa berkata-kata? Justru karna gua cerdas makanya gua bawa-bawa tuh agama, nah itu lu tau sekecil apapun kata goblok tetap terlihat olehNya, lalu gimana lu? Udah slutsharming, udah ga respect sesama manusia, heran saya'"
negative,"Di medsos kan kelihatan, mana saja yg bilang kasus bom kemarin adl fiksi. Itu contoh indoktrinasi dosis rendah. Korbannya bukan teroris, tapi pikirannya Diracuni bahwa bom itu fiktif'"
positive,"udah lu jgn panik gitu. ahok si kutil babi bakal tumbang kok di putaran kedua. teruskan cuapcuap mu di sosmed, gak ngaruh."
negative,Goblinnya brengsek banget gw ktw ampe pilek '
negative,Itulah Kontrak Karya Pe ama Freepo (KK-I). Kontrak karya tersebut merupakan bahan promosi yang dibawa Julius Tahija untuk memperkenalkan Indonesia ke luar negeri dan misi pe amanya adalah mempromosikan Kebijakan Penanaman Modal Asing ke Australia n#F
negative,Lebih baik sistem pemilihan kepala daerah itu dipilih oleh parlemen sehingga masyrakat tidak terlibat langsung dengan proses pilkada tersebut. Efek pilkada sung itu juga merusak birokrasi pemerintahan dikarenakan timses kubu yg menang ikut mengatur mutas
negative,Jaman P PBB gratis nYg di anggap Aseng tapi trnyata lebih peduli dg rakyat kecil/pribumi...'
positive,Parpol juga tidak memiliki nasionalisme dan lebih mempromosikan negara2 asing. nParpol ini antek asing'
positive,ya karena zaman sby korupsi berjemaah asal bpk senang jawaban
positive,Kivlan cs jerit-jerit komunis hidup lagi!
positive,Alangkah lucunya wagubku Meika aGate URL
negative,"Tadi devor nuna, sekarang rafen kunyuk. Anjir kapan gua tenang!? URL"
positive,Perilaku Si BABI ini memang benci dgn hal berbau Islam. Cocok dgn Ahok. 
negative,Dia Kristen ibu'
negative,Bikin coldbrew agak ngasal. Pagi diminum cuman demi melek instan aja. Tai lah gua masih ga nge i kopi enak apa ga kayak apa. Hahahaahah'
negative,"Temenku, Maria dia beragama katolik tapi sangat menghormatiku sebagai muslim. Saling menjunjung perbedaan memang penting nSemoga orang lain bisa mencontoh sikap Maria. Akupun harus menghormati dia sebaliknya. '"
negative,Inovasi Desa kuatkan ekonomi masyarakat nagari di Sumatera Barat #BumdesMendunia #TPPISumbar 
negative,Si lucinta lunaa El si banci tp geulis da oplas'
negative,Kenapa? Terguncang ente mendengarnya pak?? Makanya para ulama zaman dahulu berusaha menghindari orang orang sepe i ini.. Karena hati kita ini ditangan Allah takutnya ada suatu masa kita terperosok ikut ideologi dia
negative,Macam ada orang asing dalam rumah '
positive,"bangsad lu nan, marah ni gue'"
negative,"Sabarlah..kerajaan sekarang akan laksanakan sati persatu...takkan kawin hari ni besok dapat cicit...contoh kejayaan yang ketara...selain penurunan harga tomato, kerajaan juga telah berjaya menurunkan nilai ringgit dan pelabur asi"
positive,"Ini asli IQ jongkok! Masak oposisi membangun? Dimana ,tugas oposisi itu nyinyir pada pemerintah! Kecuali di negara komunis, nggak boleh ada yg nyinyir'"
positive,Jadi benar bahwa rezim saat ini adalah rezim komunis? Kok tanda-tanda nya sepe i mengarah kesana ya..
positive,Memonopoli gula dengan alasan penyebaran distribusi. Kami bukan orang bodoh pak presiden. Jangan bunuh IKM krn ada 298M biaya fee lelang.
positive,Dukung2 Jokowi itu ujung2nya dapat kekuasaan ya.. politik munafik sok dukung padahal ada udang dibalik batu'
negative,Masih lagi termenung apabila teringat ending movie sicario smlm. Yahudi punya ending'
positive,Psi itu kan kumpulan perek2 dan perek laki2 sekjenya jd otaknya duit2 suruh mikir ga bisa sama bgt dgn KEBO'
positive,Ya intinye siapepun yang gak dukung wowo pasti di Cap PKI
positive,"Bang, ini jaman rezim hutang, ya bangga lah '"
negative,harusnya kakek yang mpok mpok in cucu nete.'
positive,Mari kita lihat saja sejauh mana parahnya Jaka a tanpa Ahok ini nanti setelah pelantikan gubernur baru...
negative,"Pemerintah Dekati Ulama, Ini Komentar Aa Gym"
positive,kebanyakan alasan... nsi banci bloon itu cuma TAKUT MALU... URL
positive,Umat Bani Kencing Onta bodo amat kalo mau marah '
positive,Kalau ngajak orang pinter setidaknya dia harus sudah pintar lah ini jokowi masih goblok kok
positive,ahok si kutil babi kembali ke rumah lembang kenapa jaka a jadi banjir bud?
positive,"Presiden Indonesia saat ini hanya jadi jongos China komunis, memperkaya antek-antek cina & gerombolannya. Budha teroris disokong olh China rasis"
positive,Ucapan mu bos yg berfoto dgn anis pasti benci ahok jokowi
negative,"dulu pakai aparat dgn mantra ""anda anti pembangunan. anda komunis""'"
negative,Pemerintah memang ingin gerak cepat dalam pemberantasan terorisme. Apalagi belum lama ini di sejumlah tempat terjadi aksi bom bunuh diri yang menimbulkan kerusakan dan korban jiwa tak sedikit.'
negative,"Jadi bos presiden, minimal nyicip dululah jadi presiden. Kek Mega.. -p"
negative,"Tolak dan lawan Politik uang, Politisasi sara untuk Pilkada yang Berintegritas. .humaspolri #antihoa indonesiadamai"
negative,"Salah orang tuanya, dok. Di kasus anak Saya, ya salah Saya. Awalnya seneng karena bisa beberes rumah dan masak. Ternyata anak Saya bukan cuma kecanduan. Tapi juga gangguan fokus dan mengarah ke gejala autis (PDD-NOS). nSekarang stop tv dan ga"
positive,"Pa ai elu plus konco2 lu bisanya cuma bikin MALU Indonesia aja min, mbok ya kalo goblok itu jgn kebangetan to min...'"
negative,"Ibarat rumah, kita harus jaga kebersihan. Karena Kebersihan merupakan bagian daripada IMAN. Bersih dari SAMPAH (spam/haters/....) '"
negative,"Tiga Menteri Jokowi non pa isan dihargai dunia SMI, SUSI, Men PUPR! Menteri2 asal parpol cuma duduk manis ! Presiden jokowi cukup 3 Menteri utk menggentarkan dunia"
positive,Issue-issue PKI sudah muncul sehubung pemilihan presiden mulai dekat. Itu bentuk kampanye murahan.
negative,Katanya anti Aseng...? Gak mau dijajah secara ekonomi sama China..kok impor dari sana..?'
negative,#Tetes Anjing dan Neraka | Oleh Emha Ainun Nadjib nURL
positive,Makanya itu bagian dari Koruptor.sebab dia paling kenceng minta KPK di bubarkan.fahrisetan URL
negative,"Gw merasa bego lu jwb begitu mulu --""'"
negative,Mereka soudara kita.. Seharusnya pemerintah memprioritaskan mereka untuk berkerja d peroyek2 pemerintah. Bukan orang asing'
negative,alalala kutu onta dibelain WKWKWKW'
negative,"""Al Qur'an juga menghentak lewat kelenturannya di setiap masa, kesesuaiannya pada setiap era untuk setiap tingkatan. Ia menaklukan para orator dan ulama jenius. Bahkan, ia membuat semua manusia tak berdaya untuk membuat satu surat semisalnya "" - Bediuzzama"
positive,"Yg anti cina komunis antek aseng kapitalis rakus zionis mana suaranya, lg enak2 ngentod ya'"
negative,ayo kawan kita berangkat naik delman atau onta'
negative,Hanya di rezim zaman now. Pe amakalinya Indonesia meraih medali emas. Atlit presiden yg dulu dulu ngapain ajaaa... n#TerimakasihBapakPresiden n*koplak ala ala cecebi. '
negative,Sekolah Kristen/Katholik malah benar menerapkan sistem kebebasan beragama. Paling ngga siswa non-muslin bisa kenal Kristen/Katholik versi orang biasa.'
negative,"Venezuela saat ini dilanda krisis ekonomi. Krisis yang dialami Venezuela ini sebenarnya sudah dimulai sejak tahun 2013 yakni sejak kematian mantan Presiden Venezuela, Hugo Chavez. nURL"
positive,Cuma karena itu.. gak ada alasan yg lain *anus_marwanto.. emang presiden skrng pinter??? Wkwkwk.. dasar lu *anus cebong.. dungu..'
positive,bangga ye pacaran sama bekas gw?hahahaha buat gw mantan kaya tai gitu ibarat maenan bekas yg udah ga kepake sama sekali! ckckck'
negative,Skaa joged bumbung eka satya budaya kuwum marga menolak berita hoa an mendukung pilkada damai
positive,Semoga ente di laknat Allah karena merusak islam dari dalam..
negative,"Oh ! Melirik ke kirinya. Dia melihat sosok yang tak asing baginya itu. Tetapi, dia kebingungan dalam mengingat sosok itu. x9"
negative,"Teroris adalah orang yg melakukan 'teror ', teror adalah tindakan mengancam, mengintimidasi, melakukan tindakan kekerasan utk menakut2i dan membahayakan orang lain. nSaya kangen ""tweet""an bung soal ""anak"
positive,Dikeroyok Atau Ditembak Yudi Ogah Berlutut Pada Rezim Jokowi URL
negative,"Merunut dari data KedaiKOPI dan Median, nama itu mengkerucut pada nama TGB M Zainul Majdi. Gubernur NTB dua periode. Elektabilitasnya terus naik, masuk top five."
positive,Dari setan bernama Allah SWT
negative,#TGBuntukINDONESIA2019 #TGB TERUS PROMOSIKAN PARIWISATA HALAL YG MENDUNIA. Cover TGB Tuang Guru Bajang #2019gantipresiden
negative,Kreatifitas masyarakat desa yg bernilai ekonomi harap segera bisa ter ekspos untuk meningkatkan perekonomian desa.
negative,"Ritual Buka Bumi,budaya yg dilakukan oleh masy Polman untuk menyepakati langkah-langkah dan menentukan jadwal turun sawah musim tanam gadu tahun 2018 se a mensyukuri akan hasil panen yang di peroleh #KawalPetani "
positive,"Dia mau nemenin ahok , biar bisa puasin ahok si Kan Maho '"
positive,"Membenci yg membit'ah-kan ego, apakah tendensius ego yg alergi ke-arab2an juga tercover dalam kafir mbah? Lalu siapakah yg te awa,,"""
negative,Haus? Mau nete? Hubungi / nAsi alami dari alam. Testi? Cek likes'
positive,spt ahok dulu .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama dan tukang caci maki tai tai ..
negative,Sendu gila rasa'
negative,"'Wkwkwkwk tai ociy' n'ociy kangen sama junev?' n'jangan jahat sama ka jendeuk' n/ngesend meme/ n'ciy, jangan nyebut dia mulu' n'dasar jomblo' n'ociy udah move on?' ndah ya hehehe"""
positive,Mereka tidak te arik melihat KORUPTOR BLBI yg pelaku2nya Taipan binaan KOMUNIS CHINA dan mitra nya MEGAWATI SP
positive,Insya Allah #2019GantiPresiden Insya Allah #2019PresidenBaru
negative,"Presiden , saya dukuuuuuuung #RakyatB3rsamaJKW"
negative,Iseng yg berbahaya. Sama iseng yg teriak bom di bandara.. nRJ diancam hukuman di atas 5 tahun.'
positive,Oohhh... itu kaos yg rencana ditukar pake KTP ya? #2019GantiPresiden
positive,"bohong mimpi delusi nyata nya memburuk , hukum carut marut jgn sampe belarut.. bisa indonesia bangkrut Turunkan Jokowi"
positive,Peling ga suka sma org mynafik.... blng sma aa mw berhnti di dunia halu.. tp nyatanya di blued live coli... dihh anjin bgts ya maho kek gth..klo ga mau aa kenal gpp ko.. ga rugi aa mah.ngpn knal sma org munafik kek lu..'
negative,Pemulihan ekonomi negara kita kini bukannya dgn cara menghukum pada keseluruhan pemimpin2 kerajaan UMNO &amp BN kini sedangkan penjajah2 komunis itu sentiasa be epuk tangan olehkerana orang-orang Melayu kini tidak bersatu padu memerintah kera
positive,Kita apresiasi kinerja Polri. Sigap cepat dan tuntas. Eh Victor Iwan Bopeng Nathan? Masih bebas aja pak KaPolri KaPolri KaPolri KaPolri
negative,"Papi tau"" masuk kamar dan bacain share-an grup wassapnya. Rame dibicarain acara karma merusak akidah dan melenceng dari agama dan dia nanya apa aku pernah nonton."
